#node1	node2
P42224	Q13287
P15336	P17544
P61604	Q5UIP0
P12109	Q05397
O14908	P49795
O14807	Q8WWW0
P14784	P31785
P67870	Q5T280
P11142	Q92598
P48039	P63215
P25787	Q9Y4K3
P08107	Q04864
P23443	Q7L190
O60238	P08047
P40429	P62906
Q13315	Q99638
Q01974	Q92997
P50851	P55157
P27482	P29474
P27986	Q9NSC5
P30556	P50148
O95149	P09104
O75019	P31995
P84085	Q13573
O00329	Q99490
P01106	P22794
O14782	Q99459
O14908	Q9GZR1
O43157	P61587
P29992	P41220
P62244	P62273
P16298	Q13469
P20309	Q5JY77
406909	O75116
P63215	Q9HBW0
Q13769	Q96NB3
Q14558	Q9UKE5
O95067	Q13042
Q92793	Q9UQM7
P05771	P20700
P61981	Q9HCI7
O60244	Q9Y2X0
P26951	Q13191
Q15645	Q9BYR7
O96019	Q6ZRS2
P15336	Q09472
P23528	Q76I76
406948	P10415
Q86X95	Q9UBG7
P05387	P46779
P51817	Q8TD86
O95251	P68431
O76081	Q15773
O15264	P07814
P26010	Q16787
P01130	Q92793
P61981	Q9NYL2
O95484	Q16625
P62837	Q6UWE0
P19086	P34998
P55789	Q13098
P01569	Q14653
Q13315	Q96GE4
P04222	Q14697
P43403	Q12959
Q15428	Q9UKV3
P05121	P55001
P36542	Q99832
P24723	P46527
P16402	P49916
O60671	O75943
P01375	Q15628
Q13315	Q9BVJ6
P08238	Q9UHD2
P01903	P28067
O96009	Q12846
P20248	P51948
O95785	P38936
P01106	Q86VP6
Q9H461	Q9NQ66
P42166	Q9ULX6
Q01094	Q9UQC2
P22694	Q9HBA0
P08246	P49913
P20809	Q9HC73
O15173	Q14164
P62310	Q9Y333
P14859	Q04206
O00505	P30480
O75369	P16144
Q5VTD9	Q76G19
P21810	P55001
O00141	O75390
P06239	Q07666
P62258	Q15365
Q12874	Q99836
O94854	P02647
P31749	P49840
O95059	P01023
P11474	Q9UBK2
Q9H1B4	Q9H1J1
O00548	Q9NZ42
Q8N392	Q9HBH0
P22612	Q96D31
P11142	Q9GZX7
406906	Q9Y227
Q9UJU6	Q9ULA0
P15586	P62993
P01889	Q3ZAQ7
Q13480	Q6S5L8
P53621	Q9NTJ5
P55055	Q12873
P07900	Q13573
P48742	P67870
Q9BUE0	Q9NX70
P62140	Q9BZL4
P63104	Q5T5U3
P26368	P55795
Q16665	Q92905
P11171	P61006
O94991	P49716
O15551	Q96AP7
O14737	Q92993
P19474	Q13616
P60484	Q01094
O15438	P08047
P35609	P63261
O43379	P60520
P62258	Q9Y3M2
P49207	P62945
Q04206	Q9UHD2
P53779	Q13465
P61020	Q13671
P09471	Q9UBS5
O95139	P03905
A1L0T0	P01106
O95299	P03905
Q13257	Q9UJX5
P00519	Q96NS5
P09012	Q16637
P01889	P20340
O14735	Q86UT6
Q6R327	Q8TB45
A8TX70	P26006
P06241	P63244
O95793	P19525
O95835	Q96IF1
Q9NVW2	Q9Y2X8
P67775	Q9Y570
P59768	Q15147
P23975	P27986
P00533	P02538
Q8NBJ4	Q9C0J1
O15198	P60228
O94806	Q9P212
O95600	P56545
P07996	P09486
P35244	Q2NKX8
Q13574	Q16659
Q15750	Q9Y6K9
Q13315	Q6IBW4
406893	Q15910
P00533	Q9UQC2
Q16254	Q5TKA1
Q9H6S1	Q9Y6K9
P10914	Q13568
P18564	P53708
P22415	P61073
Q8TDI0	Q96QB1
O15116	P28062
P31749	P62987
O75940	Q13435
O15144	Q9P1U1
P57081	Q9UBP6
P46782	P62857
P19438	P51571
P29317	Q15389
P62851	Q13573
Q13546	Q9Y6K9
Q8TAA9	Q96B18
Q92769	Q9UK53
P11229	P50150
Q12778	Q8NHY2
O95622	P62879
P62136	Q8TD86
P36941	Q13349
P18146	P48426
O75578	Q13683
O75381	Q8TAQ2
Q07889	Q9P2F6
P78527	Q01201
P21506	Q9GZM8
P12931	P62993
P41208	Q92466
Q14188	Q15329
O60244	Q9BUE0
P03886	Q9P0J0
P53779	Q01538
Q15024	Q9Y3B2
P46531	Q9NYJ7
Q9UJX2	Q9UJX5
O15131	P13861
Q92830	Q9H0E3
P63104	Q96F07
O00198	P10415
O60262	Q08462
P81408	Q13424
P10914	P20774
Q8IZD4	Q9HAU5
O14980	P01106
P41220	P50148
P56537	Q96HD1
O15162	Q9P0T4
O43524	P08183
Q14008	Q9H2G2
Q12933	Q9UNE7
O14744	P19387
Q9P2H0	Q9Y6I3
P04406	Q504Q3
P29474	Q16566
P62158	Q9H0B3
O15524	P40189
O14920	Q92844
O43617	O75865
P0CG48	Q8TF42
P11802	P37840
P14672	Q05513
Q9H1J1	Q9H4D5
P17612	Q6IN85
P43351	Q06609
O43353	Q14790
O14641	Q9HC62
P08138	P61328
O14519	P42772
Q04771	Q86SG6
P05129	P50151
Q12972	Q8WYA6
Q96B26	Q9NQT4
P04150	Q02556
Q03164	Q9GZS3
P61254	P83731
O00471	Q92878
O76064	Q9C0F1
P01375	Q15717
P52943	P54259
O96017	P53350
Q96GG9	Q9Y3C5
O43809	Q9P2G9
P46527	Q9Y3I1
O15131	P36957
Q86VP1	Q9HA65
P51665	Q99460
Q8N264	Q96L33
P51636	Q03135
P10244	Q14209
P40933	P48551
Q96ES7	Q9NRF9
O14964	Q9NZ52
P04150	P08833
O15530	Q9Y3F4
P05067	Q13443
Q9NRB3	Q9NYU2
P04626	P23471
P98170	Q96B02
Q96D42	Q96H15
Q15139	Q9H492
P16671	Q13131
Q15370	Q9P2G9
P18084	P53420
O00329	P13224
Q01201	Q93008
P63272	Q9Y328
O95295	P51946
Q04206	Q9NPF7
Q99759	Q99832
O75528	Q92830
Q92845	Q9UFN0
P78317	Q96LR5
O14576	Q96AH8
P07199	Q9BZD4
P58166	Q96S42
P26992	Q9NPF7
Q16543	Q9Y5X3
O94916	Q96LZ3
Q8NG27	Q9H4K1
Q6P996	Q9H173
Q7L5N1	Q9Y2V3
O15551	O95484
P62987	Q9C0C9
P25398	P62081
O15117	Q92974
P62312	Q16637
P21246	Q9BTY7
O43318	Q12933
P46695	Q01196
Q13557	Q8TD86
P16885	P42338
P51677	P80098
P51513	Q15365
O75081	Q06455
P61927	P62987
P46527	Q14188
P0CW26	Q8ND90
Q13617	Q6PID8
P01241	P15260
Q9UM47	Q9Y644
O95751	Q96GM5
Q15648	Q9NWA0
Q9NSB8	Q9NSC5
Q13761	Q99623
P01106	Q14209
P25054	Q32MH5
Q70Z53	Q96NB3
P00533	P01112
O95402	Q9UHB7
O00273	Q13535
O00487	Q9Y5K5
P35638	P53778
P20393	Q8WYA1
O43318	Q9UDY8
P05388	Q9UKV8
Q14657	Q9NPF4
P30154	Q02750
O00626	P46094
O94906	P55769
P25942	Q12933
O15198	Q14669
P61088	Q86Y13
Q09472	Q8N9B5
P08047	Q96PG8
Q8TDY2	Q9BWU1
P50991	Q66LE6
Q09472	Q14526
P04792	P11413
P22314	Q9UJV9
P63261	Q86UA6
P37198	Q9NVV9
P27930	P42574
P50148	Q86XP0
Q13882	Q92625
P42338	Q9NSB8
406991	Q8TF71
P61224	Q9UMN6
Q13535	Q86U70
O43353	Q9ULZ3
O75746	Q14197
O14610	O43306
P40763	Q00978
O43896	P62258
O75445	Q8WXG9
O95484	Q8N7P3
O43623	P35222
P55854	Q8IVS2
O14980	Q14653
O94906	Q9UQ35
O00585	P46094
P63000	Q9UP83
Q92845	Q9NWB1
P15153	Q8TEW0
P09619	Q05209
P55795	Q9BRX9
Q15052	Q9NQU5
Q03169	Q99459
P19174	P43405
Q16537	Q9Y243
P30480	P46781
O14980	P18754
O43292	Q13002
P46379	Q8TEK3
P25098	P51685
O00716	P24941
Q8TC90	Q93062
Q01130	Q13247
P38405	Q8NGB6
P60880	Q8NFX7
P14780	Q9HBY0
Q14527	Q9NS91
O76036	P30273
P09668	P46379
O14920	Q05513
O95750	P00533
O76064	Q96B02
O60674	P06241
Q13137	Q8N5R6
Q01130	Q9UK58
Q9BTT4	Q9UBN7
P06858	Q7L5N1
P37231	P42345
Q96JG8	Q9BZY9
P10070	P48729
P04049	Q13164
P00519	Q14315
P02647	P11597
P30291	Q8WZA2
P62987	Q712K3
P14635	Q9UJX5
P22455	Q9Y371
P42025	Q9NZ32
O15055	Q99743
406997	P04637
P62140	Q70SY1
O43609	P57678
Q9BVP2	Q9UKV8
O15264	Q9HBY0
Q92900	Q9Y5S9
Q9NQT4	Q9UQ80
P45984	Q13077
P10636	P31749
P18146	Q14764
P23771	P25791
P63000	Q96N67
P05771	Q14344
P15336	Q5T230
O00258	P01106
P68431	Q15910
Q04759	Q9H492
P16520	P36897
O60383	P55316
P50990	Q13233
O43255	P08247
O95067	Q7Z5Q1
Q14676	Q92878
Q96C03	Q9UMX0
P16520	Q14416
O60603	P34931
O76071	P78344
O60333	Q9Y3M8
P78396	Q9BWF3
406987	P20020
O96017	Q13535
Q13263	Q9GZX5
Q13315	Q9ULV3
P19429	P67936
O00505	Q8TE12
P01567	Q09472
Q8IZJ0	Q99665
P61964	Q5QNW6
P09651	Q8IYB3
O95251	Q14566
P29466	Q9NX02
P10244	Q9GZQ8
P17612	Q9UGJ0
P01571	Q6UXL0
P01236	P26992
P36915	Q13315
O14493	P04278
P53778	Q9BQI3
P12814	Q9UPT5
P00734	P02679
P13010	Q8IW19
O94776	Q09028
Q14209	Q8NEM0
Q14CW9	Q9UHV2
P16298	Q01668
P12931	Q12778
P24394	P52333
P51617	P62714
P25398	P62280
P16220	Q96AY2
P18124	P62910
P16333	Q01484
P42574	Q15185
O60671	P27695
P40145	P63218
O00505	Q14974
P01106	Q16549
P24385	P62140
O75815	P39023
O43918	Q8IZL8
Q05513	Q07021
P51681	Q15102
O76081	O95433
Q9H2U1	Q9NVD7
P04899	Q14831
Q99759	Q9BZF9
P46779	Q02878
O95786	P21580
P51116	Q96EZ8
P68431	Q9UPT9
P17081	Q9H7D0
O75122	O94817
O75916	P62873
P12004	Q15233
P18146	Q5JXC2
Q13557	Q4G163
A4D1P6	O95376
P42345	Q16665
P10071	P62258
Q96DC9	Q9Y4K3
O15350	Q03701
P61586	Q8WWN8
P62829	Q02543
P17693	P43630
Q71F23	Q9H254
O94817	Q7Z434
P25788	P60900
P12956	Q86WJ1
Q8N5S9	Q9NZT1
P10721	P49765
P26599	Q15365
Q8IYF3	Q93045
P10912	P20809
Q9NX58	Q9NZI8
P20248	Q9UJX2
P52756	Q13247
Q01860	Q5T230
Q494V2	Q9Y239
P27635	P62891
Q04917	Q96N67
Q13368	Q99250
Q13243	Q9BUJ2
O96017	Q13522
P49959	P78527
P17252	P78352
P48549	Q9HAV0
Q12988	Q13523
O00459	P14778
O95750	P17948
5512	P06400
Q08209	Q13936
P29372	P51149
Q01780	Q9Y333
O75909	Q92997
P04141	Q8N6P7
Q10586	Q9Y5B9
Q06124	Q13094
P41235	Q9ULK4
P07108	Q96CD2
Q96T60	Q9Y4W2
P12004	P62987
P60953	Q9P227
P04350	P19438
P07199	Q16637
P18146	Q05925
P60709	Q92747
P27986	PB_10
P11234	Q05655
Q13409	Q13885
P16871	P58546
P11217	P15735
O43353	O94832
Q16891	Q9P2H0
P56945	Q68CZ2
O43395	O75554
O96019	P24522
P04350	Q92974
406885	P01116
P06454	P40337
P13639	Q9UGJ0
O14733	P63000
P35680	Q16836
5512	P31749
Q12802	Q9H492
P51114	Q5T3J3
O95793	P11940
Q13884	Q9Y4J8
P28370	Q09028
Q96QZ7	Q9Y4G8
P63261	Q13546
P30559	Q7Z3S7
P10720	P32246
P19235	P35225
P22612	P41181
Q08117	Q9BV47
P51692	Q13882
P14923	Q13315
Q13084	Q13509
O15055	Q16526
P06213	Q01970
P11021	P49642
Q15147	Q9NPB6
P09104	P68366
P07384	P20810
O75197	Q9BQB4
P62158	Q9UQM7
Q96EU7	Q9NS00
P84996	Q8NFM4
Q05513	Q13009
P06493	Q12834
P11171	Q15836
O43242	Q9Y4K3
P62877	Q16665
P49768	Q9UM47
Q9UF02	Q9Y2T4
P30447	P30450
O95467	P35408
O00422	Q15287
Q06330	Q92831
P42680	Q15262
Q13868	Q8TF46
Q13191	Q9H0H5
Q27J81	Q712K3
P10809	Q9Y375
O15235	Q5T3J3
P61224	Q15139
P34998	Q03113
Q9NQB0	Q9UBE8
P17948	Q9H7B4
P29460	Q13261
100008588	Q9Y2S0
Q96B02	Q96EP1
O43791	O95197
P09651	P63104
Q15047	Q9UBC3
Q9HB96	Q9NVI1
P02768	P98164
P16885	P42768
J3KMZ3	P28482
P63104	Q8NDZ2
O95907	P62820
Q13698	Q15173
P42858	Q02779
P39656	P46977
P12956	Q96RY5
O14964	Q15038
P62993	Q92930
P08238	P41279
O95400	P06729
P61812	Q14766
P04141	P24394
P30519	Q03701
O00237	P51668
P05388	P26373
P54646	Q13131
O14543	P16871
P63104	Q16827
P08700	Q13261
P11142	P30408
Q9BQ66	Q9UQ90
P10415	P53355
P0C1Z6	P25490
P31749	P43405
P06400	Q92925
P43405	P48736
P09917	Q14019
P04637	Q9Y2C9
P10721	Q05516
P15509	P23458
Q13557	Q9P212
O94817	Q9Y3Y2
P62249	P62266
P49321	Q71DI3
O95750	P06213
O43677	O95167
O14490	Q15788
Q9HCE7	Q9UNE7
P05019	P27361
P15170	Q14457
Q13315	Q9UJZ1
P23458	P27986
Q16566	Q96BA8
Q8IY31	Q9NYB9
P10721	Q8WYR1
O75618	Q9P031
Q15714	Q96T76
Q9BW27	Q9NRG9
P10451	P26010
P19404	Q14194
O43318	Q9UL54
P26992	P40933
P22301	Q99650
Q9UBI1	Q9Y3M9
406984	Q96RT1
P16144	P29323
Q14240	Q6Y7W6
A6NCV1	P38405
P02768	Q13009
O14775	P14416
P32969	Q8IUQ4
P27361	Q9BZM2
P67775	Q13153
P24390	P84077
Q9UBX3	Q9Y5V3
P52757	P61587
P55072	Q9NP31
P19838	Q96EY1
P08620	P22455
P40227	Q99759
P00519	P63244
O14807	P05771
O15511	Q9P1U1
O43597	Q96B97
P09211	P21246
O75925	Q15843
P35916	Q15147
P13612	P63104
P26012	P50552
O15047	Q8N257
O60762	O76071
P10276	Q5UIP0
P02778	P49682
P54253	Q96T58
P22736	P31749
Q6VAB6	Q7Z569
P10301	Q8IV61
Q9BYX4	Q9H6S1
Q00005	Q9UET6
O60674	P14784
P18084	Q13751
P26599	P35637
O15162	Q14966
P06241	Q8WUM4
P45984	Q9Y5K3
O00571	O95819
P30291	Q58FF8
P28335	P29992
O43292	P60228
P25398	P62269
P32121	P32246
P31689	Q9NPF4
Q8TD86	Q9UQK1
P28482	P46940
O75030	P26367
P13727	Q12873
O43541	Q16659
P15927	Q9Y3C7
P28562	P62979
P42226	P61586
Q96EZ8	Q9Y265
P10809	Q99459
P55036	Q9H816
O15379	P68400
P61978	Q7L2J0
O43927	P26641
Q9NS73	Q9Y2J2
O95782	P01106
O00267	P19387
P01111	P53779
P55081	Q70Z53
P19438	Q9BXW9
P20333	Q01813
P01100	P45984
P30626	P49810
J3KNP4	O15031
Q06190	Q8WXS5
O14641	O95996
P15880	P39019
P30954	P38405
Q15654	Q5VTD9
Q96HB5	Q99750
O95967	Q5VTD9
P08238	Q9Y6K9
P14672	P48736
Q14209	Q99856
P78545	Q15323
A1A4S6	P60953
O15511	P61160
O96024	Q9UMR2
P17987	Q9P0V3
P19429	Q16537
Q15843	Q96LD8
P11142	Q9BXP5
P06400	Q99708
O43889	P31751
Q13698	Q86W47
O60641	P49642
Q86Y13	Q9H8T0
O95831	Q14197
P12644	Q96NZ8
O60925	Q15910
O60934	Q9UER7
P53779	Q99956
Q9NP79	Q9UN37
Q16584	Q9Y243
P20827	P26641
P62854	P62993
Q9H0E2	Q9NPH3
Q9NRR5	Q9Y3C5
O15264	Q9P2W3
P37837	Q14164
P01584	Q04206
P04637	Q8N488
P82279	Q93063
P11047	P56199
P55157	P78357
P22314	Q16594
P06753	P21796
Q01344	Q16619
P98164	Q5SW96
P08588	Q8WTQ7
P28562	Q13309
Q06330	Q13642
P18146	P55265
P29597	Q6UXL0
P05412	Q16663
P00519	P31946
P25788	Q6ZVL6
P62993	Q00325
P11142	Q99759
O00755	Q9UP38
O15042	Q96I25
P04626	P19174
P06756	P51178
P08575	P09382
Q03518	Q9BQ66
P31689	P49703
P49247	Q96HA8
P28482	Q15121
P04899	P51686
O95816	Q15773
P46778	P84098
O43688	Q13393
P0CG48	P63104
O76036	P20963
Q13153	Q9Y2U5
O76093	P35916
O43688	Q13432
P06396	P48426
P09471	P40145
P18146	P63027
P16870	P20382
Q93062	Q9BTL3
Q14157	Q969T4
P31751	Q8TEY5
Q8IUC6	Q9H6S1
O60573	P63104
O75367	Q08945
P00505	P29372
407028	O75610
P30154	Q01668
Q13315	Q5W0B1
Q96JN2	Q9NRI5
C9JDP6	O95471
O75446	P48544
P01889	P27695
P18564	P63261
P05166	Q00005
O15105	Q7LFL8
Q13620	Q9H967
Q9BXM7	Q9GZQ8
Q13155	Q9P2H0
O75578	Q9UKX5
P31947	Q92625
O75365	P42704
Q9H9F9	Q9Y265
O00591	P46459
P40145	Q9UQM7
Q16566	Q70SY1
P62314	P62316
O43251	Q92731
P48039	P62873
P09382	P16871
P42345	P54646
P62304	P62306
O75159	Q969J5
O75791	Q07666
P18031	P35222
Q96BN2	Q9H0E3
O00141	O15067
O43924	P54725
P48059	Q8N806
P27635	P46779
O95714	Q13315
Q9NPH3	Q9Y616
P11473	P48552
O14904	O95813
P17612	P46020
Q5JWF2	Q99614
P29475	Q13554
P35658	P49792
P05114	Q13315
P62993	P63010
O00255	Q03164
O76021	Q99558
Q13127	Q9UKB1
P21673	Q9HBL7
P68431	Q12962
P31152	P40763
Q8WWF5	Q969T4
Q15843	Q9UET6
P63162	Q07666
Q9P253	Q9UNK0
Q9H1J7	Q9ULV1
P27361	P50993
Q8NER1	Q9UQM7
P06400	Q12972
P30153	P52630
Q14696	Q14974
O95467	P16473
Q16778	Q9P0U4
O75306	P19404
P36888	P51692
P04150	P15036
Q15847	Q9UK32
O00232	P22392
Q04206	Q9ULX6
O75582	Q9NV58
O00459	P10747
P62745	Q13009
P33778	Q9BTM1
P16403	P83916
P35268	P62829
P12318	P12931
P51991	Q15365
P04792	Q9Y3C7
P15923	P55036
P04637	Q92466
P03971	P48436
Q13315	Q9NRY4
P40225	Q13651
P26368	P61978
P01111	P04629
P46020	P62158
Q68EM7	Q92730
P25054	Q6Y7W6
P27986	Q13114
P42858	Q9P2H0
P04049	P08238
Q01344	Q13432
P01106	P35626
P27348	P50991
P48378	Q33E94
P14209	P62937
P40429	Q8NBJ4
O00291	Q00610
P01160	P17342
P05556	Q13797
P60763	Q8IVF5
Q9H9B4	Q9Y5J5
P16220	P31249
P01241	P23458
P42680	Q99755
P63000	Q92974
Q96PU8	Q9NWB1
P01892	P43632
Q5T4F7	Q9UBV4
P17252	P22612
Q9NZH5	Q9UJX3
P42574	P55957
P28482	P35354
P62979	Q9GZR1
P62273	P62277
P61020	Q15276
P05231	P40189
P33981	Q9UHY7
P18146	Q9BZJ6
P46937	Q15561
P15260	P32881
O14625	P10914
P10275	P63279
P38398	Q92560
P46934	P62875
Q8WYA6	Q9H0G5
P10914	Q99836
P08700	P32927
P05386	P40429
P62280	Q9P2S5
Q9Y2A7	Q9Y6W5
P13639	P62993
P02656	P41235
P12814	P26012
P52630	Q8WXH5
P51532	Q01201
Q13415	Q96CS2
P02533	Q15628
P49238	Q8WTQ7
P08651	P60709
O15297	Q9NZC3
P08581	P35222
Q9NZD8	Q9UI14
Q13315	Q99708
P27986	Q92730
Q8TES7	Q96CN9
P01106	P62166
P35222	P51636
O15504	Q8N1F7
Q96BK5	Q9BZE4
P14672	P61006
O00187	P48740
O95208	P0CG48
Q6ZSG1	Q969T4
P25963	Q9H2S9
A8K6C2	Q9HBE5
Q5JSL3	Q7L0Q8
P08514	Q14344
Q9UKE5	Q9Y266
O75084	P50148
Q2TAZ0	Q96BY7
Q00975	Q9UBI6
O43615	P10398
P00519	Q14999
P01106	P35998
O15360	P51532
O43295	Q7L0Q8
P13612	P19320
Q07817	Q9HC38
Q7L5N1	Q9Y4E8
Q15173	Q86US8
P02489	P04792
P30304	Q8NG66
P02652	P05090
P41217	Q04206
P0C1Z6	Q9Y265
O43586	O95996
P53999	Q96BK5
O00459	Q9P2W3
P43699	Q9H2G2
P19838	Q7Z434
P16104	Q9Y4L1
P62820	Q08379
P08708	P62273
P18146	Q16667
P30154	P37173
P26992	Q9BQ66
P67775	Q9BYN8
Q16531	Q58WW2
P12814	P23229
P54619	Q9BUM1
406988	P37275
P01133	P22681
A0JLT2	Q9UKV3
Q8WXI2	Q96NW7
P61289	Q9H832
P19237	Q15834
P51003	Q13242
P07948	P30273
P11362	P46109
Q15047	Q9H0E2
P51617	Q9H0E2
Q13535	Q6P1J9
P05771	P12318
Q9BVI4	Q9Y2Q3
P46109	Q02763
P49902	P51116
Q07817	Q14457
P01106	Q02156
P00918	Q9P2K9
P23508	P36543
O00548	Q92542
Q5EB52	Q9UNH6
Q00005	Q13263
Q13568	Q99836
Q9GZX6	Q9UHF4
P10515	P11177
P07766	Q13424
O15525	Q12873
P62910	Q92901
O95471	P78369
P22301	Q9UHF4
P20393	Q14807
P17927	P35354
P38936	Q5SZQ8
Q13467	Q9H1J7
P06753	P08575
Q96B02	Q9NW38
O95405	Q13277
Q92730	Q9ULL4
Q8NB91	Q9NPI8
Q16401	Q9UL46
P51784	Q9HC52
P11215	Q02447
P17252	Q06710
P22681	Q969J5
O75385	P42345
O60262	Q13368
Q13547	Q6FI13
P52948	Q96KG9
P35080	Q03405
O75533	P62330
O00221	P19838
Q15291	Q6DRA6
P08700	Q01196
O15524	P10912
O75581	P48729
P07585	P61812
P61981	Q86X29
P37198	Q96QU8
O15084	Q96KM6
O43521	Q29RF7
P09958	Q9H8Y8
406987	P30305
P62993	Q15532
Q13642	Q5VU43
P18206	P68032
Q8IUQ4	Q96SN8
P17980	Q06323
P25054	Q01082
P05026	P27361
P15391	Q92569
P51116	Q96CW1
Q92843	Q96PG8
Q04206	Q9UN86
P35626	Q9NZP5
P68104	Q13485
P26599	Q8IX12
P16220	Q53TS8
P08047	Q06546
P62714	Q13310
Q16827	Q99961
O95967	P27658
Q96SB3	Q9H2G2
Q00688	Q13547
P25208	P69905
P0CG48	Q7L2E3
Q9H361	Q9UIV1
Q13616	Q5VYV7
P33981	Q9Y6D9
P00519	Q8IZP0
Q14582	Q8TDR4
Q99250	Q9HCE6
P31946	Q14739
P13637	Q9NSB8
P04637	Q7Z5L9
O75496	O95343
P51149	Q15014
O00257	P84243
P40337	P61086
P49407	Q13428
Q9NPJ6	Q9UHV7
P35626	Q8NGM8
O15524	P06213
Q04637	Q9UGR2
P01106	Q9UNF1
O75586	Q9NX70
P17948	P46109
Q13115	Q16659
P16220	Q9NXU5
P15923	Q02535
Q9BVI4	Q9Y3Q8
Q9BY41	Q9P0M6
O00459	O14654
P12318	Q8N149
Q16531	Q96F24
O75800	Q13049
P01889	Q9BWD1
P19235	Q8IZI9
P11234	Q07889
P04629	Q12913
P32856	P60880
P02768	P10720
P32121	Q9Y5P8
O15550	Q9UBL3
Q13185	Q9UER7
26765	Q16637
O75530	Q13228
P27361	P62714
Q00653	Q9Y265
P23760	Q9H2G2
P04637	P46695
P31946	Q9Y2H1
Q969D9	Q99062
Q8IYD8	Q9NPI8
P07384	Q00535
O60293	Q15834
P30050	P61353
O14746	P27540
P01106	P05166
P20042	Q9BY44
P61077	Q15796
P52757	P62745
P28749	P38936
P48382	Q99459
P25786	P25787
P55957	Q9BVA1
O14544	Q01113
P40337	P51148
P17028	Q7L5N1
Q8NBQ5	Q9HAW0
P62979	Q15796
P39023	P61353
P20930	Q8IY92
B1A4H9	Q5VWK5
Q01201	Q8TAQ2
P16403	P49916
O60237	P62136
Q14344	Q3MJ16
P10644	P17612
P08476	Q04771
Q92993	Q96L91
Q15185	Q9HCK5
Q8N0W4	Q9Y4C0
O60341	Q99459
P05386	P61077
P78536	Q04721
O15117	P42768
O60641	Q9UKG9
Q07890	Q13164
Q13153	Q9HBH0
O60232	Q9Y230
O15498	Q96AJ9
P30414	Q13315
O60258	P10721
P18031	Q14247
P19388	Q9GZS3
P05231	P42701
O15392	P98170
P04792	P62993
P00533	Q16695
P30086	Q96BK5
Q8IXH6	Q9H492
P51617	Q06187
O15162	P49639
P35222	Q9NP95
P25940	Q9UKX5
O76094	O94868
P14555	Q14194
Q13535	Q68CP9
P32121	P53779
P27694	Q9BSB4
Q13315	Q92560
Q15834	Q8NEF3
Q09472	Q13416
Q7Z434	Q9H1Y0
P08754	P29474
Q13227	Q96EA4
P68104	Q15843
P06127	P06239
P25788	P28066
P19235	Q9ULV8
Q14194	Q9UBS4
O00401	O75400
P46734	Q5S007
Q08462	Q9UK08
P38936	Q99459
P25054	Q15436
P62136	Q9NZT1
P24394	Q8IZI9
O14757	Q01094
P14317	Q92918
P32121	P47887
O00329	P11215
P18146	Q15025
P54709	Q13976
P19793	Q96F24
O14745	P41145
O00255	P51610
P31751	P63151
P16104	P20290
P37231	P51608
O43295	P84095
P18146	P49069
O95163	P33240
P50150	Q99677
Q99759	Q9Y6U3
P15927	Q13156
P04626	P42680
A6NHL2	Q3ZCM7
P29597	Q5VWK5
Q99961	Q99962
P51817	Q13224
P10721	Q05209
P22694	Q02641
P30480	P43487
Q13454	Q8TCJ2
P03928	P56385
P63218	Q9Y272
Q13370	Q13557
P62805	P62993
406982	P10415
O60341	O60383
O60739	Q15382
Q03112	Q13547
P09619	Q8WYR1
Q9NY47	Q9UQM7
P04183	P35611
P60660	P60709
406997	Q9NZJ0
P51681	Q9Y258
O75593	Q14919
P07384	P55822
P05386	P62714
P78552	Q8WXH5
P15173	Q99750
Q14432	Q9Y6D5
P43364	Q9H788
Q8WXK3	Q9BVJ7
P56524	Q7L7L0
Q02156	Q9BX67
P78352	Q9P021
Q9BQD7	Q9Y383
P31152	Q8N122
Q15906	Q9H2F5
P15018	P24394
Q14061	Q8N4Q1
P08581	Q9GZP0
P51532	Q13127
P49069	Q9Y4K3
P09619	Q13322
O95067	P30291
P02786	P17931
P33992	Q8WYH8
Q99848	Q9NX58
P60953	Q9H8V3
O00303	P55884
Q15233	Q9UHD2
P14316	P40306
P00533	P35568
O00292	P61812
P09543	Q9Y4K3
Q01081	Q01130
Q5VTR2	Q5VYV7
P10415	Q9Y2T4
O15344	Q969T4
Q15796	Q9BW04
Q13480	Q9H706
O00141	Q15008
O75438	P56556
P04181	P30480
Q9NQU5	Q9UBI6
Q9P2S5	Q9UQE7
P06454	Q99623
O60306	Q9BRX9
Q8N6Y0	Q96HB5
Q96KK5	Q99877
Q01658	Q92831
P02787	Q16665
P17252	Q9Y2U5
P01137	Q06828
Q9H237	Q9Y6F9
Q13077	Q15628
P01106	Q9H3N1
Q8IYW5	Q9BTM1
P33151	P35222
P22392	Q14204
O43524	P84022
O75367	P62807
P61006	Q96CV9
P55210	P98170
P63104	Q86X27
407019	P37231
P04271	P08133
P03372	Q00266
P60660	Q99759
P05106	P56539
O00459	P01589
O00198	Q92843
O15372	P23508
P42772	P43364
O14576	P07437
O95644	P45984
P04179	Q12778
P38646	Q04206
P36894	P43026
P33552	P51681
O60641	P32121
P06400	Q15014
P41220	Q9P2H0
P08670	P15090
O95006	P35626
O60934	P63165
P28482	Q16828
P28566	Q9UK08
P04183	Q9UPQ3
P18077	P62899
O76003	Q6UY14
O14640	Q15797
P14635	Q9UM11
P31689	Q99459
P01602	Q8IY92
P04156	P10809
P11229	P63215
Q15642	Q96RU3
P23508	Q13011
O14493	O75508
P12814	Q9UMD9
O95467	P16066
P10301	P17252
Q13191	Q9BXL7
O60921	P06746
P35372	Q5JWF2
P16333	Q96RT1
P09471	Q15759
P01106	Q5JWR5
