#node1	node2
P22695	P31930
Q07889	Q8N431
P01571	P15509
O15143	P61160
P61981	Q15276
O14654	Q00005
P0C5Y9	Q9BY41
406913	P15692
406955	P35625
O00422	Q9H993
O00308	Q9Y3C5
P62258	Q13627
P00533	P22681
P21675	P56975
P27986	P49418
Q7Z3U7	Q9UJY4
Q6STE5	Q9UJX2
Q13435	Q9UL18
P42566	Q8WXE9
P32121	Q8NH05
Q09472	Q16665
P04439	P26717
O95622	P62158
P00533	P21583
P13637	P42336
O60658	Q15653
P42677	Q9NQC3
O95251	P49674
P03923	Q86Y39
Q9HBH0	Q9P107
P10721	P98077
P55212	P80303
O75943	P40937
P01106	Q96CT7
Q8N2Q7	Q9Y4C0
P51681	P61073
O15357	P00533
O95429	P19438
P42574	Q14790
O60806	P22736
P01266	P98164
Q13573	Q9Y450
Q05655	Q08828
Q12840	Q9Y6H6
P01903	P04233
P00533	P06702
P09486	P12956
P63000	Q16584
P03372	Q92993
P57739	P78369
O60674	Q01344
Q09019	Q8IY92
P08047	P10599
P08754	P51685
Q05655	Q9Y4H2
P23771	Q06710
P11277	Q13813
O15264	P12036
P18509	P41586
P62955	Q00005
Q13535	Q5TCZ1
Q01201	Q9UER7
P53778	Q13976
Q00005	Q13936
P04637	Q04837
P27348	P46527
P30626	P49810
O95376	P51965
Q01201	Q8TAQ2
O75832	Q9UNM6
P35626	Q5JRS4
O95897	P62753
P01275	P27487
P04637	Q16665
Q13315	Q86YQ8
P14618	Q13315
O00193	Q8WWI5
O95813	P04628
P04637	Q7Z6E9
P04406	Q99879
P37173	Q03167
O15111	Q16584
P30154	Q562F6
Q5QNW6	Q6UXN9
P28482	Q13873
Q6ZU52	Q9H257
Q15654	Q5VWP2
P50990	Q66LE6
Q13136	Q15596
O15211	P11233
Q14134	Q96JP2
P05129	P17302
P01112	Q8IV61
Q15796	Q9H3D4
O15525	Q16621
Q14643	Q9Y6F6
P34931	Q9Y6K9
O14920	Q00839
P43243	Q04206
P62136	Q14957
P31785	P60568
O60508	P38159
P52735	Q8ND90
Q06546	Q13309
P04070	P12259
O75461	P06493
Q5VVX9	Q9NYG5
O76031	Q15714
P31273	Q9NRZ9
P62899	Q9Y478
P38405	Q9UGF6
P48357	P62993
O75074	Q9UJY5
O75688	P52735
P06241	P54253
Q13485	Q6ZN04
Q92769	Q99878
Q8IX90	Q8WVK7
P08173	P08754
P18564	P25391
Q01081	Q12986
P51610	Q99877
P51153	Q01968
O00303	P30480
P10242	Q09472
P41182	Q03181
P08754	Q9H244
P55795	Q6P2Q9
O14497	Q99459
P06730	Q96F07
O95402	P42166
Q14999	Q92990
P09429	Q08117
P02452	P26006
A4GXA9	P39748
O95433	P56537
Q99759	Q9H4A3
P03372	P27986
P01563	Q8IU57
P37198	Q9Y3C0
Q00005	Q9Y698
O75365	P78330
P62873	Q9Y572
P28072	Q14164
P62487	Q6P1J9
Q13813	Q9NRI5
O15111	P15498
O15263	P51684
P30305	P53350
P06576	P20073
P84996	Q86XP0
P01563	Q08334
Q12802	Q14161
P01571	P42702
P17252	Q8TAA9
P04141	P78552
O95619	P16104
P49810	Q9Y219
P05997	Q05397
P62942	Q08209
P10242	Q92793
P26715	P30466
P60866	P62269
P54646	Q7RTN6
P05231	Q8N6P7
P62158	Q08828
P12277	Q9P2G9
P31260	Q03164
P08754	P27361
P62805	Q71DI3
P04637	Q8WTS6
Q5T4F7	Q9H461
P10915	P48436
O00329	P23458
P09769	Q03405
P63211	Q9HBW0
Q9H257	Q9UDY8
P49238	P78556
O60885	O95832
Q13432	Q7L099
P02778	P14316
P27361	Q15349
O95433	Q8TEW0
406881	P52926
P02766	Q99570
P49759	Q07955
P30307	Q16539
P17252	P50151
O43521	P63244
Q13526	Q99750
P05412	P56645
Q9BS40	Q9Y2W1
P04899	Q9UK08
P63010	Q9UGJ1
P63211	P84996
Q8IYD8	Q9NPD8
P01589	Q9UHD0
Q13315	Q8N5Z5
P06748	P52292
P04156	Q9BRP8
P12830	Q9NYG5
P84243	Q12830
Q96HR3	Q9NWA0
Q9BT40	Q9Y572
O14775	P67870
P05997	P53708
Q8IUQ4	Q96SN8
Q7KZI7	Q99459
O15460	P16104
P45983	P48594
Q9UKE5	Q9Y3D3
Q9NZ08	Q9Y6D5
P14635	P62805
Q16537	Q9Y243
P16144	P25940
O95402	Q71F56
Q8N3U4	Q9NP77
O95400	P62306
P53779	Q02750
Q9HB71	Q9UKE5
Q13490	Q92851
P08670	P55211
Q13216	Q15843
O75367	P68431
P38159	Q8IX12
O14576	Q96G01
P35527	Q8TDR0
P60709	Q9NRI5
O75581	O96014
P10914	Q9BQI3
O43353	P15311
O96014	Q5T4F7
P56524	Q04917
P41143	P63096
P57086	Q9P0L1
O14965	Q9NS23
P35221	P55196
P16104	Q7Z2G1
Q9Y3B3	Q9Y616
O15169	P35222
Q92804	Q99459
P63104	Q6Y7W6
P23677	Q8TD86
Q9NRC8	Q9Y5V3
P62273	P62277
O15533	Q04206
Q96ID5	Q99873
P22392	P31948
P01106	Q9BRX2
P11047	Q9Y3C0
P19388	Q9BTT4
O00716	Q15021
P07737	Q04724
P04626	P78314
P18621	P30050
O00712	P08651
P55072	Q9NP31
O00232	Q06323
P05386	P05388
Q05469	Q9Y478
O14641	O43900
P48023	Q99963
P51817	Q13522
O95067	Q9BZB8
P07910	P48729
P60866	P62854
P12931	P25963
O00214	Q15583
P10827	P51948
P49407	Q14978
P35221	Q5W0B1
P20618	P53350
Q5VWK5	Q8IZI9
P32881	P48551
P28300	P35555
P01584	Q8WX94
P28482	Q8IVT5
Q14683	Q9BUJ2
P19532	Q99623
P08700	Q13261
Q68CZ6	Q7Z4H7
P16949	P30480
Q05513	Q15109
P61981	Q9UK53
406979	P60484
O14788	Q8TBF2
P46777	P63241
O75400	P10644
P22607	Q9NSA1
P02768	Q14524
P61313	Q9UQ80
407053	O43306
P13569	Q13200
O95819	P63261
P63279	Q8WV44
P32121	Q8N148
P03372	Q13547
O60674	P01571
Q01362	Q92769
O95813	Q9Y6F9
P12980	Q9UHG2
P11487	P17948
P04217	P17931
P0C1H6	Q13547
O00141	P15311
Q969U6	Q99750
28461	Q99856
P55854	Q8N2W9
P37802	P40337
P61981	Q9Y4F9
O15304	Q07817
Q01668	Q15173
Q15819	Q96EH3
P17252	Q4KWH8
P43403	P46108
P56199	Q9Y4G6
P67775	Q562F6
Q04206	Q08211
P30504	Q15691
P46734	Q16512
O75496	P38936
Q8IVF5	Q92890
O14929	Q71DI3
P35609	Q12959
P04406	P37840
O75528	P10276
P63146	Q9GZS3
P16104	Q14191
P54253	Q96IP4
P25787	P60900
P35626	Q8NGY0
P19793	Q92793
O15379	Q96EK4
P68400	Q16543
Q00839	Q13247
O15198	Q03181
O43557	Q92956
P01112	P62993
O43676	P03891
O14763	O75626
P54253	Q8WZA2
P19838	P25963
P41594	P84996
P46094	P52333
P26951	Q8IU54
Q01780	Q15155
Q14626	Q8IZJ0
P18031	P51692
P63279	Q9Y6X2
Q13573	Q96QD9
P48443	Q9Y6Q9
P31946	Q71U36
O94817	P60228
P48051	P61952
P08754	Q92569
P15336	P19838
P23229	Q16363
P12821	Q16665
P16118	P35557
Q13568	Q9Y4K3
P35580	Q13233
P03886	Q9P0J0
Q9UHF1	Q9Y4K0
P99999	Q92934
P42336	P50570
407040	P04637
Q12933	Q9UI26
Q6P1J9	Q8N7H5
P50990	P63104
P49815	Q92574
O60216	Q8WVM7
O95400	Q9BUQ8
P62993	Q15532
O43674	Q9NX14
Q5HYJ3	Q9BQ66
P14625	Q9Y2Z0
P01106	Q14498
P02794	P51116
P01106	Q15329
P17096	Q9UMX1
P20333	P50539
P26715	Q06124
P01588	P01589
P20936	Q07666
O75832	P11802
P63104	Q8TEW0
Q53RT3	Q8IY92
Q8IY92	Q9C0C9
Q07889	Q14247
P01112	Q04206
Q04837	Q9HCK5
P62820	Q08379
Q9BX66	Q9H2E6
P12004	Q99638
P18206	P40126
Q13418	Q15118
P01889	P24534
Q99689	Q99728
P60660	P62736
P12830	Q9BPX5
O14503	Q9H0E2
O60343	Q96SN8
P35638	Q15744
P60709	Q13797
P21333	Q9Y6K9
P23458	Q99570
P62258	Q9NYF5
Q15796	Q92985
P05412	Q16534
P35579	Q07889
O15162	Q5TA45
P01889	P31689
O14544	Q99062
O75578	P26012
O43676	P03897
Q15020	Q96KG7
P61981	Q9P2M7
O95622	Q13554
P01375	Q00653
P15170	Q13490
P0C869	P16885
Q6N063	Q92993
Q9NRP7	Q9UMX1
P26006	Q07890
Q13363	Q13465
P03886	P56556
P23396	P62249
P84022	Q9Y6X2
Q15628	Q9Y6K9
Q13535	Q92575
P05187	P63165
P16234	Q07889
P01889	Q9NQ50
P12757	Q9UPZ6
P62158	Q08209
Q14315	Q969Q1
O75937	P67809
P08581	Q9GZP0
O60496	P16333
P18146	Q9BZE4
O15126	Q15811
O43242	Q99460
O95931	P78364
P62081	P62266
Q04917	Q96B36
P67809	Q07021
O75334	Q99459
P05129	P50150
Q5W0B1	Q9HAW0
P01112	P11233
O14920	Q70UQ0
P62993	Q16576
P10275	P15884
O94761	Q9Y248
Q9NS64	Q9UKB1
Q01201	Q8IU54
P07333	Q9Y371
O43187	P51617
O00203	Q12955
Q00610	Q9H8K7
P35626	Q8NGT2
P01834	P01857
P01023	P02766
P52756	P84103
P38936	Q8TF32
O43707	P06396
Q13315	Q14676
P36956	P52789
P54257	Q96NT1
P35626	Q8NH21
P61218	Q9NVU0
P61586	P98171
Q14164	Q9UMS4
P84243	Q09472
O00329	O60674
P36542	P63104
O95685	Q8TD86
P40337	Q9UQN3
P00749	P00750
O15264	Q9Y266
P15056	P45983
P05141	P99999
P08572	Q96IP4
Q96GA7	Q9UGJ1
O75581	Q9HCP0
O75832	Q9BW60
P01106	Q9BYD6
P08579	Q9BWJ5
P53779	Q9NR28
Q14164	Q9H171
O15198	O60476
O14686	Q13315
Q8IYW5	Q96QV6
P63279	Q5T6S3
O75369	Q13683
Q8IVT5	Q9H2X3
A6NMX2	Q9HBH9
O75460	P11021
P04899	Q08462
P00491	Q5UIP0
Q13535	Q92547
P07108	Q9GZQ8
O43809	P05386
P42574	Q7L5N1
P54259	Q96J02
P19235	P62993
Q14457	Q9Y4K3
P27986	Q8IY22
P19105	P35579
P04054	P29992
P54253	Q8N554
P31943	P49642
Q96GM5	Q9UJX2
Q96GD4	Q9NR09
P20042	P78344
O00459	P13224
P27986	P52333
O15264	P67775
Q13573	Q9H0E9
O60508	P14866
P62330	Q99418
P15923	Q8TE12
P13612	P63104
P68400	Q15287
P05556	P08514
P49841	Q8WYR1
P16520	P17252
Q13535	Q9BUG6
P16104	Q13619
Q13472	Q9H9A7
P32927	Q13191
Q01974	Q13315
P62310	Q16637
P27986	Q9Y4H2
P10276	Q99933
O15392	Q16254
P23497	Q8TAD8
O95484	Q9Y5I7
P07384	Q00535
Q9NYU2	Q9UGT4
P14618	Q96CW1
P14210	P22455
P13232	Q9HBE5
P19419	Q99814
O00238	Q7Z4P5
P10912	Q9NYY1
P21246	Q15013
Q13315	Q9NQ55
P08047	P41440
P67870	Q9P287
P63208	P67809
P31273	Q03164
P01106	Q13459
P67775	Q86YF9
P61073	Q9UBD3
Q13573	Q9NXV6
P40337	P61604
Q92765	Q9UKW6
P13569	Q15369
Q13571	Q9HAU4
Q02878	Q07020
P01106	P61244
Q99496	Q9HC52
Q12834	Q96DE5
O95096	P78426
Q92934	Q9P286
P15311	Q9BXI6
P42331	P60763
Q01130	Q08170
Q9GZR7	Q9Y276
Q13616	Q9BQ83
O60907	Q8IUQ4
O15297	Q14683
Q14974	Q8WYP5
P61201	Q15843
O14920	P60484
P30559	P50148
P35222	Q99697
P67775	P78318
O14640	Q15334
O00629	Q8IY92
Q9P212	Q9UQM7
P13010	Q8N2W9
O14497	Q92922
P08107	P53779
P0CG48	Q9NS91
Q8IXI1	Q96N67
Q01344	Q9NYY1
P26373	P62993
P05141	Q9UL18
O96017	Q9BXA7
O43561	P42338
O15371	Q14240
P31946	Q9UJ41
Q8N2W9	Q92985
347745	P36542
Q01094	Q75NE6
O60262	Q8WYR1
P04035	Q9UGI9
Q13315	Q9UER7
P01127	P07910
P78352	Q9P021
Q15648	Q96RN5
O00571	Q9Y4K3
O00329	P22607
P21802	Q92915
P0CG48	Q16186
51776	P31947
O14964	Q9HA65
Q8WUA4	Q99459
Q06787	Q9UHD2
P63010	Q15811
P62979	Q13077
Q99750	Q9H1D0
Q13200	Q9BRP4
O15355	Q9Y4K3
P15260	P52333
P06737	Q16816
P04150	P17947
Q8NBQ5	Q9HAW0
P26006	Q14031
P62166	Q9UBF8
O14832	O75674
Q5JSJ4	Q96MT8
P18850	Q13952
P01889	Q86SX6
Q96BY6	Q96L33
P20827	P29320
Q01718	Q8TCY5
P04626	P08575
P01242	P42702
145781	O15304
P51668	Q9BPX7
O00763	P50747
O00555	P59768
Q8NI35	Q92574
O00204	P49888
O00233	Q9UNM6
P11234	Q9NZL6
P01889	P43629
Q13153	Q96T58
O15479	P62807
O43149	P12757
P45880	Q16611
P50150	Q08462
Q5T3J3	Q8WVZ9
P02675	Q13155
P04637	P27701
O43312	P16220
P08754	P51677
Q13485	Q9NWN3
Q16659	Q5SXM2
P16220	P48378
P06493	P30260
O95382	P62258
P15927	Q13535
P61353	Q9UNX3
P32248	Q15835
O60260	Q8TF42
P18031	P68400
Q14571	Q9NSC5
P30154	Q06190
P06899	Q9Y6J9
Q13485	Q96RN5
P41236	P62136
P08620	Q01860
P43686	Q15008
P08238	Q9Y3M8
P13569	P56470
Q9NV70	Q9UPN3
P60228	Q9Y262
O60383	Q16637
Q01844	Q6PJW8
P07332	P15311
Q15047	Q8TDN6
O00422	O94925
P51170	Q8N668
O00161	Q9P2A4
P31785	Q9NYY1
P36578	P62891
O75369	Q9Y6R4
Q13884	Q6AI08
O95073	O95400
O15392	P36873
Q96SL4	Q9NRR5
P63167	Q9UBS3
Q13191	Q5VWK5
P08107	Q6R327
O75569	P15104
P61353	P62829
O75533	Q9HAW0
O75398	Q13155
P06213	P46109
P21796	Q14164
P35244	Q15714
P01111	Q9NZL6
Q13620	Q86VZ2
Q9H1A4	Q9UJX6
P56134	Q9UET6
P43246	P54132
P62873	P62879
Q13568	Q9BX10
P13861	Q13485
P52757	Q96L33
P52756	P67809
P34931	Q13217
A6NHL2	Q9UGJ1
O60684	P13861
P21802	P46109
O60232	P04181
Q9HB71	Q9UFF9
O14965	P36873
B2RTY4	Q15653
P01242	Q99062
P30480	P35637
Q8IXI1	Q96QB1
P33176	Q14164
P62837	Q96BH1
P84022	Q9NRA8
P38405	Q8NGQ5
P42768	Q13094
O14610	P27986
P07910	Q9BXS5
O94921	P01877
P10600	Q03167
P78537	Q6QNY1
Q9NRQ2	Q9Y265
O60359	Q14738
O14610	P48544
P35354	Q02818
P01350	P02787
Q13315	Q8NG08
P08069	P42566
O75578	Q14315
P51948	Q00534
P51817	Q68CJ9
P12931	Q9Y4D1
Q969T4	Q99496
C9JDP6	Q8NI35
P78362	Q07955
P05112	Q09472
P05060	P28340
P40227	Q13233
P84101	Q96PU8
O00459	Q8IWV1
Q13042	Q9UJX5
P13631	Q2M1K9
O00483	P56556
P05997	P18827
P21860	P42336
O75940	Q8TCU6
P82914	Q9UL18
O14744	P85299
A6NHL2	Q13509
O14610	Q16539
O14576	Q7L7X3
P98175	Q06055
Q13177	Q9Y6X8
Q00341	Q99459
P19387	Q9BQA1
P59768	Q00975
P12270	Q16666
O60506	Q9Y478
P01112	P81274
O60739	P24666
P31483	Q9HBD1
Q16659	Q8NAV1
O94817	Q7Z434
P46531	Q92858
Q07020	Q13233
P01574	Q99062
Q13573	Q8WUA4
O14730	P43686
Q96C00	Q9NX70
P22736	Q14181
P46459	Q99747
Q96B97	Q9Y371
P01570	P01589
406902	P49639
P78406	Q9H4D5
P21731	P30679
Q09472	Q9Y230
P29590	Q04206
P01106	Q9ULZ2
O95295	Q96R06
O43172	P36897
P61964	Q8NEZ4
Q8NI27	Q96FV9
O60925	Q96PX6
P08047	P42858
P15884	Q15796
Q15714	Q9UKR5
P22694	Q7Z2W7
Q9NR46	Q9ULV8
P41182	Q9NRA8
P51654	P56706
O95182	Q9Y478
Q15139	Q8TAA9
O94887	P61224
O14654	P29353
Q15771	Q15797
P10912	Q9HBE4
O43541	O75582
P04626	Q9H299
P30084	Q15399
P50148	Q9NS75
P0CG48	Q8N488
O95400	P61978
Q99832	Q9NT62
P26639	Q9Y4K3
O00459	P35968
O15360	Q9NW38
Q01780	Q99459
P29350	P30874
P52943	Q99963
P63104	Q684P5
P19022	Q15262
P46937	Q15561
P22455	P52798
P62993	Q9UHD8
O60353	Q5T4F7
P47870	P60520
P10636	P62987
P60953	Q96HP0
P29274	P43490
P31314	P67775
P17947	P33076
Q05513	Q8TAA9
P11712	P41235
P30480	P55786
P01133	P08138
P60709	P62847
P05231	P15509
Q8NHQ1	Q9P2K3
P84022	Q9UI36
Q12906	Q9HCS7
Q71F56	Q9BWU1
P38405	Q8NGY5
P28562	P49427
P06241	Q12860
P62837	Q14139
O00471	Q96A65
Q9NZT1	Q9Y5V3
P35626	Q8NGC9
P14649	Q9BZL4
Q96D59	Q9BQD3
O75419	P33993
O14908	P17813
A6NCV1	P38405
Q8WXE1	Q9NVI1
P01709	P01857
Q9H9G7	Q9UKV8
P62750	P62891
P08700	P51532
Q13347	Q9NX58
Q13485	Q96RT1
P62136	Q8TCU5
P29372	P31947
Q13237	Q99941
P58107	P63010
O43660	Q99459
P60763	Q9UIW2
P15336	Q16539
P38405	Q8NGF7
P11234	P24723
P60660	P63261
P07947	P35222
P01106	Q96KQ7
P12956	P50453
P08729	P52735
P16104	Q13535
O43707	P12830
P62081	P62854
P04637	Q13794
P63279	Q12873
P55735	Q9NYJ8
P35222	P41235
P0CG48	P84022
P62714	Q13698
Q06587	Q9Y2X8
P22612	Q9UGJ0
P07951	P19429
Q06609	Q14209
P34947	P51677
O14543	Q99062
Q09161	Q9Y2Q3
P24385	P78543
O75478	Q15648
O43809	Q16643
P15056	P17252
Q8IZI9	Q99650
406947	Q13546
O14512	P26992
P08908	P62879
Q12929	Q9GZQ8
O75448	P28702
P38606	Q16637
P00533	P05026
Q9UHQ1	Q9Y2X8
P19793	P57727
O60716	P28827
P20226	Q12857
O60674	P01241
P42224	P42345
P18146	Q9Y271
P57076	Q16659
P06870	P08603
P32121	Q8NGR5
P20231	Q15661
P29353	P35916
Q93097	Q9ULW2
P30443	P43628
P15090	Q07869
P02452	P21781
P15018	Q8N6P7
C9JDP6	O00501
P00533	P51692
P11171	Q9HC77
O60674	P29350
P62070	Q9NZL6
P24941	Q05516
P63261	Q9Y623
P23458	Q9UHF4
P50876	P62256
P51677	Q9UBD3
P56915	Q15797
P04406	P27540
P10276	Q8NFJ5
P10301	Q9P212
Q14194	Q9UBS4
P35968	P42338
P12980	Q86UT8
P04899	Q8TDS4
P09341	P51681
O43741	P04035
P19634	P63104
P61586	Q9NNX6
P08134	P52565
Q00839	Q13151
P62854	Q9NX58
P12004	Q15233
O43683	Q8NG31
P49903	Q13432
O76071	P25205
P62807	Q6FI13
P37287	Q14442
P35626	Q8NGJ8
O95295	Q6QNY0
P19105	P63261
P11274	P53618
O00257	Q13642
O95639	Q6UN15
Q9Y4R8	Q9Y5V3
P49792	Q8NFH5
Q16576	Q9HCU9
P31749	Q58FF8
P16144	Q03135
O95398	P45984
Q13315	Q7Z5K2
P07947	Q96KM6
P15260	Q8IU54
Q9NSB4	Q9NX58
P10276	P14866
O14617	P84077
P60842	P78344
O60921	P27695
Q06187	Q9Y6Q6
P62979	Q14596
O14733	Q9NYL2
P01374	P05162
O60739	Q9NX55
O95139	P03891
P24864	Q9Y468
P14927	P43358
P08865	Q07021
P84022	Q13616
O14607	Q14686
P31943	Q00005
P25786	Q9Y4K3
P05362	Q9Y490
P13569	P61619
O95777	P42898
P24864	P38936
P01112	Q01201
P19387	Q9NVR2
Q66LE6	Q9Y580
P21580	Q9Y6K9
O60266	P16520
Q92879	Q9BX46
P10721	P42224
O00303	O15372
Q15370	Q8N668
P23458	P48357
O60674	Q13283
P05783	Q16695
O43663	Q53HL2
Q04206	Q96BH1
P38405	Q8NH05
Q96D21	Q9HCE7
Q9HBE5	Q9NYY1
P18124	Q8IXK0
P35609	P63261
P46379	Q9UBS4
P25205	P78396
O43187	Q99558
P05783	P62258
Q01844	Q9HC44
Q7Z6G3	Q9BVI4
P0C869	P19174
Q13077	Q13748
Q13573	Q9UM47
P21860	P43403
P27482	Q01064
P07550	P62633
P23458	P32927
O95837	P20309
Q9Y3C7	Q9Y6I3
P12314	P35354
O60934	P15336
P49454	Q15714
P60709	P62081
O95059	O95785
O43765	P30480
P07910	Q13435
P60568	P78552
O00463	Q93009
P14678	P53618
P38405	Q13639
P24278	P45984
P10275	P51946
P42858	Q02779
Q9BWG4	Q9UBH0
P02775	P51685
O00204	Q96Q35
O60739	Q14152
P11362	P46109
406903	O43474
P49711	Q9NS23
P49639	P55347
P07237	P78545
Q15906	Q9UBU8
O43281	P46108
O94817	Q9UH99
O14802	Q9Y535
Q9UHA3	Q9UJW3
P06239	Q13283
Q13416	Q99741
P01137	P22897
P04062	P21281
P49790	Q9UBU9
P62993	Q9H0H5
P09455	Q09028
P48551	Q9BPZ7
Q13702	Q9H832
P62241	P62266
P02768	Q9H974
P11362	P12034
O95049	Q16625
Q86Y13	Q9BZK7
P14635	Q4G163
Q14008	Q15788
P49810	Q9Y2W7
O60739	Q9Y262
P02461	P23229
P01764	P01857
Q14781	Q71DI3
P08514	P18564
P01106	Q03164
Q13315	Q96JI7
P18084	Q05397
P28845	P61421
P18887	P68400
Q00005	Q9NWZ3
Q03164	Q15291
Q14676	Q99728
P30154	Q02641
Q92922	Q96GM5
P05455	P22392
Q99459	Q9Y4A5
P50453	Q5UIP0
P38405	Q9H346
O75533	P62136
P11021	Q13573
Q96AQ6	Q9NRR5
P46782	P62854
O95793	Q09161
P42331	Q92730
Q8NC42	Q9UKV8
P05556	P22612
P62333	Q9UNM6
O95373	P62993
Q13007	Q14626
P05112	Q14626
P19174	P51398
Q7Z408	Q9H2G2
P62945	Q9Y3U8
O00151	P63272
P08637	P35354
P01135	Q5TCQ9
P12830	P59998
Q96KM6	Q9NRG4
P35790	P42338
P16499	Q13956
Q02750	Q9NQU5
O43432	Q9BUB5
Q92900	Q9NPI6
P01137	Q06265
P15692	Q16665
P39687	P46821
Q15714	Q8IXL6
P56706	Q96HF1
P01106	P49792
Q13315	Q8N137
Q8IWX8	Q8NAV1
Q96PU8	Q9NQZ3
Q14318	Q15382
P0CG48	Q04206
P01857	Q9Y6K9
P46108	Q86Y01
Q05397	Q9UQP3
O43295	P84095
P01889	Q02750
O43264	Q9Y5J5
P05386	Q9UK32
O43318	Q9BVA1
P15260	P35225
P19105	Q9Y4K3
O75030	Q09472
P41743	P67775
Q08334	Q8WXH5
O95835	Q9GZV5
O60825	P54646
O96009	Q14164
P56703	Q8N474
P62081	P62244
Q13617	Q15370
Q08828	Q16566
Q01201	Q96GM5
P22694	Q92934
P25787	P28074
O00757	Q12873
Q86Y13	Q9NQZ3
P10912	Q05209
Q08334	Q8IZJ0
P05106	P22105
P01137	Q9H2X3
Q13535	Q96H79
O95219	Q9UNH7
Q15714	Q96E40
O75916	P62873
O60674	P08700
P42338	P63000
O00231	Q9UL46
P23258	Q9NYZ3
P05556	P25940
P35998	Q9UL46
Q13535	Q8N5F7
O15455	Q92569
O75197	Q13467
O14975	P63104
P61088	Q14258
P0CG47	P13569
P23511	Q9ULW8
P30559	P84996
P29597	Q8WYR1
O00222	Q9P2W3
P41235	Q96IU2
O60674	Q8WYR1
P17612	Q5MIZ7
Q7Z6G3	Q96HA8
P46779	P84098
P01568	P48551
P35626	P47893
Q9H6S1	Q9UHD2
P60709	Q13233
P06865	P17900
O00329	Q13480
P61981	Q9NSB4
O00574	P42830
P51159	Q9BV36
Q96KQ7	Q9P2R6
O95084	Q9H0R3
P62834	Q9P2F8
O15085	P27986
P26373	Q13418
O14777	O75674
P42574	Q6UXS9
O00329	P04899
P31323	Q05469
P01568	Q99650
Q6FI13	Q96A08
P01889	P22061
O00422	Q16576
P16104	Q969S8
Q12873	Q9UBB5
P54727	Q9H4G4
P62945	Q02878
P32121	Q96R08
P57678	Q9HAW0
O94762	P49959
P63000	Q14185
Q15714	Q5T3J3
Q8WWR8	Q9BQY4
Q9P2S5	Q9UHV9
P04899	Q8WYR1
P05164	P21281
P43365	P51692
P01563	P23458
O14640	Q13145
O95751	Q15744
P21860	Q99963
P62888	Q07020
P29323	Q12974
O75832	P35998
P21860	P27701
P30101	Q12805
P62244	P62701
O95251	P08670
Q07812	Q99814
P16234	Q96J02
O15264	P17275
P35813	Q562F6
Q13535	Q99986
O96019	Q96GM5
Q9GZS1	Q9NYV6
P19174	P29353
P17252	Q12802
O75051	Q5VWQ8
P29350	Q13651
P27361	P46695
P30281	Q00534
Q13573	Q86VH2
P24941	P30260
P62191	Q9UNM6
P22681	Q99961
Q92616	Q92956
P13987	Q06124
P08311	P25116
P51858	Q8IUQ4
P21554	P63211
Q05655	Q9Y2R2
P08107	P13866
Q5QNW6	Q71UI9
P09651	P63104
O14610	P84996
P40123	Q01518
Q9Y3D3	Q9Y5J5
P16220	Q86XU0
Q96B02	Q96P09
P35638	Q07889
Q13573	Q8TAQ2
Q15475	Q99750
P62269	Q9UKV8
406937	P48431
P38159	Q9BUJ2
P46777	P62829
P32302	P51671
P30050	P46778
P06213	Q13191
P41587	Q96RT1
Q96FV9	Q9BQA1
P05141	Q6WCQ1
P01106	Q96BY6
P63173	Q9Y5J5
P10276	P29590
P41235	Q9BTT4
O95786	Q9P0K7
P02461	P05106
Q12988	Q13523
O75888	Q9Y275
P00739	P69905
P56597	Q8WWB3
P14316	Q01167
P09619	P27449
O94761	Q9BRX5
P14415	P22694
Q06124	Q99683
P32121	Q8NGJ5
O00206	Q99836
P32121	Q8NH59
P10635	P41235
O75582	P16220
P61952	Q9UKY1
P37288	Q14344
P50453	Q13432
Q16586	Q92629
O60749	Q96RU3
P04908	Q93079
P02741	Q03701
P45984	Q13465
P08637	Q9Y6Q6
P50222	P54652
P62136	Q13237
P55072	Q14194
O00463	Q9NYJ8
O60895	P63092
P61313	Q99558
P18206	Q9UI47
P18146	Q15415
P49888	Q15047
P11215	Q8WYR1
P15884	P50553
P01106	Q9NX24
O94915	Q9NRI5
P20073	Q5RL73
O14543	Q15759
O75909	P78364
P07355	P20823
Q8WV28	Q9UKW4
O15239	Q969Q1
P49023	Q13813
P38159	Q15366
P20963	Q9H6Q3
P20073	Q04724
Q9BPZ7	Q9Y2U5
P12273	Q13315
O95168	P03923
P98177	Q9HBY8
O14933	Q86TI0
P52435	P61218
P17301	P20908
P28482	Q9UK08
O75081	Q9UFB7
P35268	Q9UNX3
O76003	Q9BQ66
O75832	P43358
P10909	P35222
P02458	P18827
P47710	Q92876
Q16537	Q5FBB7
Q96KG9	Q9UIA9
P30480	P61513
Q13616	Q9NQR1
406959	P15311
P41594	P48995
P02538	Q04695
P0C5Z0	Q99877
Q15819	Q5T3J3
Q96EZ8	Q9BZI7
P51784	Q9HC52
P04637	P48643
O60869	P01100
Q13309	Q5MJ70
P61981	Q07866
P11171	P61604
P61981	Q9P0L2
P08238	P60709
P08670	P60709
P12830	P49674
442890	P11831
P22626	Q15366
P78527	Q99759
P42684	Q15788
Q15796	Q15797
P08107	P41279
P25098	P51681
P05198	P49770
P32969	P61313
P01135	P08069
P16333	Q8WV28
P07355	P40337
P07948	P13612
O15467	P51679
O00267	P24928
Q13042	Q96DE5
O14641	P61586
P22392	P62249
P43657	Q9P2W3
A0JLT2	P51610
